Violentos;Alerta;Pob;Morad;Urbano;Ingreso;Pobreza;Cesantia;Divorcio;Hsol;Inmig;NIng;Sobrep;Area;Dens;Transp
3522;Bajo;14698;2,68;100;28687;9,25;3,41;13,96;1,52;0,62;0,54;3,41;4,9;3024,3;2,52
2405;Bajo;10704;2,61;0;30650;5,22;3,64;8,24;0,73;0,5;0,26;3,2;7;1519,6;0,29
8159;Alto;36048;2,36;100;42489;5,76;3,42;16,41;2,35;6,34;2,96;2,47;5,8;6202,3;2,38
3546;Bajo;19800;2,35;0;19775;15,01;9,11;12,53;1,26;0,58;0,5;2,31;11,6;1701;0,27
2097;Bajo;10069;2,39;0;24325;16,46;6,09;14,98;1,79;0,45;1,62;2,78;6;1691,7;0,81
4133;Bajo;10904;2,62;100;28993;12,38;8,18;12,06;6,61;0,51;0,66;3,56;2,2;5058,5;4,06
6282;Alto;31954;2,52;100;34727;6,58;2,23;12,96;1,4;6,85;2,65;1,96;8,7;3667,8;2,65
2715;Bajo;13739;3,13;0;22176;25;9,46;9,05;8,21;0,82;0,8;4,24;7,7;1792,7;0
3226;Bajo;13243;2,81;100;32633;11,46;7,29;10,45;7,22;2,36;2,71;4,38;4,9;2699,3;4,14
15037;Alto;99581;2,95;100;35039;10,54;6,05;10,77;7,25;5,17;5,87;7,64;34,7;2870,1;3,37
7104;Alto;23674;2,44;100;22191;13,19;6,82;15,71;2,97;0,42;0,72;3,07;3,2;7380,6;4,33
11462;Alto;57407;2,63;100;38859;6,93;5,8;6,86;1,71;3,04;2,13;3,28;8,4;6809,5;16,88
4271;Bajo;13088;2,75;100;48125;5,26;2,61;7,05;0,85;1,34;0,22;2,15;2,5;5142,2;2,83
5458;Alto;29281;3,2;0;21401;26,93;17;12,56;5,66;11,69;15,56;11,42;10,7;2741,7;0
2252;Bajo;18046;2,43;0;22378;15,21;7,87;8,88;1,23;0,19;0,41;2,12;188,2;95,9;0,8
2308;Bajo;14265;3,07;16,62;43861;5,5;5,01;8,96;1,39;0,5;0,34;3,28;29,7;479,7;2,89
5319;Alto;28335;2,6;100;36855;6,08;4,93;11,19;3,33;1,1;0,78;2,08;10,5;2704,8;3,46
1898;Bajo;12518;2,64;31,71;40718;2,62;4,54;9,55;0,55;0,3;0,45;1,94;49,4;253,3;0,31
15545;Alto;101409;3,01;100;46193;5,47;4,87;10,78;1,69;4,51;2,69;5,63;39,2;2589,1;0,51
3702;Bajo;19033;2,9;100;33791;7,08;4,96;10,88;1,54;0,58;0,48;3,79;9,2;2078,7;0,39
3196;Bajo;21385;2,45;0;19749;20,09;7,93;15,19;3,05;0,19;0,12;2,01;16,4;1302,4;0
4523;Alto;22097;2,95;0;24788;20,65;8,37;12,15;3,98;0,7;1,24;4,51;7,2;3089,6;0,49
14365;Alto;89286;2,52;100;34909;10,78;6,24;9,3;0,77;5,43;3,92;4,51;25,2;3536,9;1,59
2562;Bajo;11949;2,45;0;20411;18,26;7,84;11,83;1,9;0,32;0,22;2,42;4,7;2553,6;0,54
3641;Bajo;13899;2,68;100;36644;5,38;5,67;10,75;1,51;0,83;0,87;3,19;4,3;3202,5;0,58
2706;Bajo;14870;2,67;100;36979;5,37;5,36;7,76;1,62;0,32;0,58;2,64;14;1063,3;0,78
1886;Bajo;10019;2,71;0;17682;26,76;8,68;14,42;9,57;0,18;0,52;4,98;7,4;1359,8;0,26
94579;Alto;672971;2,62;98,8;28513;12,81;5,2;14,64;4,35;1,22;0,69;3,19;801,7;839,4;2,65
3277;Bajo;18899;2,63;86,8;41491;2,61;2,61;7,73;1,43;0,63;0,37;1,77;18,9;1000,4;0,83
2260;Bajo;11657;2,74;0;29042;7,77;4,44;11,78;0,98;0,21;0,39;3,34;6,4;1832,9;0
2159;Bajo;13683;3,05;100;55050;2,55;2,9;6,87;0,13;0,37;0,43;2,74;19;721,2;0,09
2849;Bajo;20337;2,97;98,02;17897;33,01;11,51;13,82;7,41;13,13;16,07;9,89;23,6;860,9;1,54
19038;Alto;92311;3,18;100;41533;7,18;5,43;10,26;3,64;21,35;9,08;11,5;7,8;11859,1;19,13
6538;Alto;41194;2,68;100;27101;14;9,19;10,75;5,37;2,32;3,84;3,59;28,8;1432,3;1,65
3990;Bajo;14757;3,24;0;21198;24,12;17,23;11,22;6,19;9,64;14,53;10,58;3,9;3760,7;0
3480;Bajo;22792;2,89;75,15;51692;2,84;4,45;7,07;1,06;2,24;1,23;3,38;27,6;824,9;2,06
2934;Bajo;15280;2,66;100;29080;6,98;5,34;9,62;2,55;0,16;0,4;2,1;9;1705,4;0,07
6400;Alto;30897;2,88;100;46587;4,42;3,94;9,32;1,4;3,56;2,32;4,88;8,1;3827,7;1,75
4347;Bajo;30685;2,62;0;27871;12,61;4,5;12,67;4,33;0,29;0,28;2,87;53;579,1;0,1
1760;Bajo;10428;2,6;0;20277;18,33;8,24;12,13;2,82;0,52;0,43;2,92;11,7;893,1;0
4572;Alto;19025;2,88;100;40268;8,35;6,58;7,78;3,95;4,96;5,21;5,14;4,5;4209,8;3,92
1993;Bajo;10809;2,82;0;17811;32,97;11,51;8,86;2,41;0,74;6,74;7,31;4,8;2242,5;0
3061;Bajo;21283;2,8;0;27236;17,47;5,86;12,64;4,51;3,03;3,47;5,13;46;462,7;0,15
3717;Bajo;10701;2,54;100;23534;10,77;5,25;12,52;4,7;0,35;0,64;2,77;2,5;4299;1,71
2753;Bajo;17215;2,52;0;25322;12,36;5,64;11,04;0,71;0,12;0,22;2,21;16,4;1049;0,07
5813;Alto;35406;3,19;98,05;59285;1,55;2,76;4,66;0,5;0,71;0,67;5,29;26,8;1322,9;3,63
2713;Bajo;12818;2,96;100;8866;58;28,94;18,77;27,35;0,05;0,31;10,04;4,6;2813,4;2,6
1682;Bajo;13220;2,7;0;21920;20,37;7,44;12,12;5,8;0,07;0,37;3,72;61,6;214,7;0,15
6696;Alto;33694;2,56;100;21522;22,12;10,79;15,01;5,27;0,41;0,44;3,19;8,3;4061,5;0,97
9682;Alto;63126;2,53;100;45739;6,84;4,81;12,96;2,06;5,63;3,78;2,92;39;1617,6;2,72
10484;Alto;61842;2,59;100;35479;7,73;4,78;13,52;1,45;5,29;4,69;3,74;18,1;3425,8;1,59
3562;Bajo;21761;2,49;0;24517;14,76;5,78;15,73;1,94;3,78;3,07;3;18,6;1167,7;0,16
5864;Alto;35573;2,67;100;25859;17,55;8,36;13,15;7,11;0,83;0,67;3,32;16,8;2121,7;1,05
4189;Bajo;25968;2,35;0;25670;13,02;5,14;15,85;3,64;0,25;0,34;1,46;15,1;1720,6;0,6
5838;Alto;37391;2,49;100;29354;11,88;7,15;12,71;3,38;0,89;0,95;2,4;29,4;1273,7;0,86
9164;Alto;53672;3,18;100;60651;3,48;3,55;8,58;1,16;12,11;4,96;6,35;15,6;3433,5;0,89
1914;Bajo;10903;3,05;0;31193;9,22;4,73;12,58;0,8;1,43;1,21;7,32;10;1092,9;1,96
39141;Alto;228537;2,77;100;29054;18,88;10,83;11,36;11,07;13,99;8,13;7,14;15,4;14826,6;37,29
4023;Bajo;25178;2,52;0;27325;9,54;4,46;11,41;1,4;0,48;0,44;2,19;15,6;1608,9;0,49
3005;Bajo;19208;2,49;100;25223;13,87;6,43;12,11;1,13;0,69;0,26;1,49;14;1375,9;0,18
4552;Alto;22242;2,41;100;37080;9,98;3,4;11,78;4,28;1,12;0,66;1,79;7,2;3087,5;1,58
4245;Bajo;27610;2,76;0;23634;18,78;5,87;14,82;2,87;7,13;6,18;5,11;21,7;1272,4;0,61
8676;Alto;49676;2,52;100;27647;9,31;5,25;9,31;1,85;2,58;2,21;2,82;13,7;3624,5;2,26
14199;Alto;84298;2,65;100;26540;15,86;7,63;12,6;7,24;0,8;1,34;4,12;16;5270,5;3,41
24284;Alto;156983;2,72;100;25656;20,11;9,34;12,76;10,89;2,48;5,53;4,63;33,3;4719,9;5,37
9964;Alto;66462;2,55;100;25828;14,31;8,74;15,71;2,26;1,96;1,45;3,17;53,1;1252,4;0,86
6804;Alto;46109;2,54;100;23194;19,16;6,66;14,19;3,77;1;1,45;3,19;44,5;1035,9;0,09
2441;Bajo;12197;2,94;97,38;56543;1,28;2,09;6,39;0,86;2,39;1,58;3,98;8,4;1445,4;3,35
2640;Bajo;15571;2,51;0;22146;11,72;3,94;9,93;1,1;0,4;0,25;1,97;11,5;1351,2;0,72
2363;Bajo;14510;3,19;92,12;52212;2,22;2,34;7,99;0,96;1,19;0,59;3,6;16,1;901,4;1,99
2579;Bajo;14637;2,78;81,15;45405;4,5;4,97;8,85;0,98;0,8;0,44;3,99;20,8;703,5;4,71
5734;Alto;20121;2,5;100;9805;42,36;31,23;22,23;18,28;0,38;0,64;6,71;3,1;6524,3;20,94
9172;Alto;53223;2,66;100;42176;2,2;3,05;8,22;0,96;4,03;2,75;3,56;14,7;3618,6;7,06
2999;Bajo;13603;2,75;0;25258;12,68;5,21;12,97;2,37;0,16;0,37;2,47;6,4;2128,1;0
22903;Alto;149377;2,25;100;27239;17,11;6,68;16,74;8,85;9,16;3,85;3,22;32,5;4597,3;4,7
1874;Bajo;10283;2,84;0;22092;21,03;7,84;7,72;1,13;1,44;0,6;2,07;7;1475,7;0,26
2077;Bajo;11818;2,77;100;53396;2,26;3,78;7,65;0;0,36;0,69;2,6;20,3;581,7;3,52
4776;Alto;19536;2,54;100;35425;11,61;5,17;11,74;7,26;5,19;3,27;4,48;4,5;4359,5;11,22
3551;Bajo;19772;2,76;0;25197;13,18;9,78;11,26;1,59;2,14;0,94;3,31;10,7;1847,9;0,17
2290;Bajo;12635;2,82;50,04;50275;3,5;4;5,49;0,32;0,75;0,91;2,86;23;548,8;1,33
1614;Bajo;10555;2,76;97,66;31768;11,42;5,62;10,16;1,13;1,26;1,3;2,96;23,2;454,6;0,09
5757;Alto;27195;2,77;100;34726;5,34;5,34;13,08;1,56;0,9;0,9;4,49;7,2;3762,5;2,47
5818;Alto;28695;2,53;100;30512;9,29;4,55;15,5;2,44;5,9;2,81;3,06;7,2;3976,6;6,41
3282;Bajo;21564;3,02;100;41095;4,1;4,15;8,06;0,75;0,15;0,3;4,75;24,2;889,4;1,06
18911;Alto;128713;2,9;100;53905;3,34;2,88;8,86;0,98;4,17;2,15;3,22;68,6;1875,4;1,22
7357;Alto;40052;2,33;100;38437;5,67;3,45;15,07;1,58;3,12;0,77;1,67;11,1;3612,2;6,17
6236;Alto;37684;2,46;98,26;36289;5,58;5,76;8,6;1,18;0,76;0,72;1,98;25,5;1475,7;0,08
3590;Bajo;10404;2,52;100;31741;14,79;5,49;14,39;9,52;7,7;4,94;5,76;2,4;4371,4;7,6
4653;Alto;26478;2,67;0;21301;19,34;9,18;12,69;2,26;3,34;3,08;3,47;10,7;2482;1,34
9753;Alto;53170;2,62;100;46508;3,26;3,26;6,98;0,73;6,74;4,6;3,54;10,7;4985,9;6,7
3160;Bajo;17406;3,15;100;28734;13,67;5,17;15,55;2,38;3,41;2,75;7,21;8,3;2086;1,05
5595;Alto;36365;2,33;100;22750;18,12;6,41;12,94;1,7;0,4;0,23;1,7;33,5;1084,5;0,05
4370;Alto;27817;2,83;87,84;50228;2,43;4,59;8,93;1,3;3,13;1,12;3,39;30,7;906,1;2,96
3518;Bajo;21531;2,85;0;48986;3,63;6,62;8,53;0,78;0,4;0,38;4,04;29,5;730,2;2,37
5393;Alto;32387;2,67;100;25029;16,27;5,81;17,1;7,7;1,39;1,43;4,41;17,9;1806,1;0,75
3609;Bajo;20183;2,97;0;25773;21,54;6,18;12,28;2,04;4,59;7,72;7,52;11,7;1725,6;0,08
8678;Alto;52303;2,89;100;48219;4,37;3,68;9,99;1,32;4,29;2,98;6,62;19,1;2737,8;0,22
6227;Alto;40079;2,58;100;19005;32,03;9,2;10,82;3,52;3,8;1,93;2,45;23,3;1723,7;1,34
3017;Bajo;21211;3,15;0;50987;2,93;4,96;6,42;0,66;0,32;0,16;4,64;70,8;299,6;1,32
7418;Alto;48997;2,6;100;24055;18,09;5,66;12,89;9,71;0,29;0,58;3,79;25,9;1893,2;0,56
1877;Bajo;11305;2,83;0;16853;32,89;12,87;11,15;3,23;0,06;1,12;5,78;10,6;1070,5;0,36
5379;Alto;29764;2,47;0;22532;15,4;8,71;14,45;4,51;0,25;0,24;3,58;10,4;2862,4;0,29
9661;Alto;53008;2,34;100;20891;19,98;8,21;12,76;3,48;2,45;1,21;2,42;10,8;4928,8;6,28
3900;Bajo;23622;2,33;100;21904;18,06;7,23;12,63;1,43;0,29;0,35;1,44;11,1;2121,2;0,37
5035;Alto;21976;3,07;100;50684;2,61;5,12;6,27;0,87;1,37;0,76;5,29;5,8;3769,2;12,04
8277;Alto;52267;2,56;100;27042;11,25;6,58;14,9;3,28;0,77;0,57;2,94;25,4;2058,1;0,02
3808;Bajo;25312;2,6;100;20478;22,21;8,83;14,99;7,62;0,46;0,55;3,86;21,1;1197,4;0,82
4135;Bajo;23644;2,45;100;26867;9,99;7,39;8,02;2,24;0,08;0,4;1,55;14,7;1611,7;7,98
6105;Alto;28134;2,24;100;14839;26,94;14,17;11,54;5,01;0,13;0,56;2,38;6,1;4642,6;4,6
2360;Bajo;14256;2,5;0;20364;21,68;6,56;12,01;1,46;2,41;2,08;2,98;14;1021,8;0,2
3252;Bajo;17710;2,41;0;24685;13,89;7,46;14,17;1,74;0,85;0,42;2,38;10,1;1748,6;2,51
25377;Alto;164730;2,84;100;31701;12,98;8,9;13,72;2,73;6,79;5,4;5,73;31,3;5268,3;0,9
3602;Bajo;15535;2,35;100;24966;10,67;6,09;13,24;2,03;0,11;0,24;1,76;4,8;3217,7;3,07
1928;Bajo;10988;2,65;98,21;25344;9,05;6,44;7,27;0,94;0,24;0,52;2,29;13,5;814,9;2,17
8362;Alto;59070;2,45;98,68;20825;24,24;8,93;16,29;7,15;3,27;3,13;3,49;47,8;1235,1;3,27
5363;Alto;34081;2,45;96,9;31394;9,98;7,05;12,89;1,81;0,55;0,63;2,18;24,6;1387,2;0,29
5136;Alto;28061;2,79;100;86674;1,44;2,86;6,59;0,1;4,82;1,93;2,77;12,4;2262,3;0,85
5339;Alto;16960;2,57;100;36693;3,72;5,12;9,87;0,43;0,64;0,58;3,06;2,7;6235,3;0,86
4076;Bajo;11005;2,3;100;33120;6,64;3,35;10,72;2,09;1,54;0,75;2,28;2,2;4955,4;12,79
11513;Alto;71479;3,16;100;40679;6,09;4,9;10,72;2,47;2,74;2,75;4,21;23,5;3047,4;1,2
7175;Alto;47198;3,02;0;24636;24,12;4,29;4,76;1,51;7,66;1,44;1,58;20,4;2318,1;8,04
2181;Bajo;10129;2,29;100;18627;17,24;7,93;18,25;3,48;3,7;2,21;3,28;4,6;2184,9;5,08
3099;Bajo;19848;2,76;8,87;56115;2,97;3,69;8,46;0,51;1,07;0,39;2,66;48,9;406,2;1,09
4761;Alto;25549;2,75;100;41919;3,93;5,8;7,62;0,75;0,54;0,77;3,83;11,4;2244,1;6,27
19121;Alto;111183;2,09;100;41472;7,09;3,5;14,47;7,23;10,69;4,98;2,22;15,8;7028;18,15
2319;Bajo;11163;2,52;100;27065;9,3;4,88;11,27;4,37;0,74;0,5;2,46;9,2;1217,1;1,42
2887;Bajo;16202;2,55;0;39887;6,14;2,11;12,8;2,95;2,65;1,71;2,51;12;1355,1;0,68
3884;Bajo;23260;3,08;100;48121;2,53;3,14;7,67;1,2;1,41;1,07;3,64;19,4;1200,5;1,23
7717;Alto;27099;2,56;100;43172;5,04;5,15;7,44;0,54;3,68;2,36;3,12;3,5;7771,9;8,7
2025;Bajo;11820;2,55;100;23887;20,43;10,15;17,28;5,42;1,28;1,25;3,08;8;1477,5;0,34
2690;Bajo;12652;3,84;100;16922;38,96;18,14;8,68;3,45;6,55;20,26;21,16;4,6;2764,9;0,57
19320;Alto;121697;2,3;100;27352;11,01;6,05;13,22;2,83;6,62;3,32;2,82;28,2;4308,2;2
54658;Alto;369879;2,41;100;20747;21,42;9,07;11,66;7,78;1,72;0,95;2,74;57,6;6417,5;22,57
4682;Alto;25651;2,45;100;43888;2,7;3,46;6,95;0,76;1,16;2,31;1,81;12,8;1997,9;3,82
3431;Bajo;18624;2,66;100;31270;8,91;3,33;12,31;1,27;1,01;0,55;3,17;8,6;2168,6;2,13
3898;Bajo;14451;2,35;100;34183;6,66;4,11;7,82;0,55;0,28;0,21;1,61;3,4;4243,8;13,53
12965;Alto;71742;2,47;100;39905;4,7;4,71;7,93;1,16;6,1;3,97;2,71;11,7;6124,7;5,66
6815;Alto;45608;2,87;0;39886;5,75;7,16;9,47;2,1;0,57;0,61;3,77;100;456,3;2,33
13024;Alto;87758;2,6;100;26826;16,95;5,64;9,49;1,3;2,82;0,93;2,07;42,7;2056,4;1,34
2973;Bajo;18045;2,56;80,85;37082;4,8;4,91;7,38;1,6;0,42;0,83;2,13;18,9;955,7;1,15
11778;Alto;51638;3,77;100;29770;20,02;8,41;8,81;5,27;27,53;24,51;19,12;5,3;9728,3;5,62
3034;Bajo;16234;2,37;0;23579;17,35;6,19;14,49;1,66;2,69;0,5;1,43;6,6;2464,2;1,12
3325;Bajo;10084;2,75;100;41670;11,12;4,8;10,06;2,78;10,69;4,07;5,1;2,6;3896,4;2,87
5794;Alto;26326;2,18;100;27708;10,36;4,61;18,04;6,27;9,24;4,61;1,88;6,6;3993,6;2,92
4024;Bajo;17753;2,44;0;19343;19,72;11,23;14,85;1,72;0,06;0,64;2,39;5,9;2994,8;0,35
3479;Bajo;21700;2,94;0;21433;22,58;8;9,99;2,65;2,53;6,55;7,68;13,5;1608,4;0
2476;Bajo;15743;2,55;0;29116;8,24;7,74;13,3;2,62;0,34;0,5;2,98;21;748,6;0,39
3357;Bajo;22095;2,98;78,31;50679;2,4;5,23;6,7;0,6;1,04;0,7;3,71;27,7;797,5;5,15
7272;Alto;21080;2,14;100;22709;17,28;8,8;15,18;8,16;0,55;0,7;2,22;2,4;8836,4;28,6
2379;Bajo;12069;3,2;0;19017;26,74;13,32;9,11;2,04;3,52;13;10,57;7,5;1599,8;5,97
7918;Alto;53540;2,5;99,61;25306;18,26;10,22;15,85;5,83;0,86;0,91;2,9;44,3;1207,3;1,4
3992;Bajo;21435;3,48;100;26875;17,51;6,5;10,29;2,63;2,56;1,49;10,15;7,7;2775,1;0,68
11873;Alto;72411;2,25;100;29683;16,05;6,34;14,29;8,12;7,39;4,1;3,63;21,1;3435,7;3,53
2056;Bajo;11622;2,93;27,91;41338;2,69;2,44;6,32;0,73;0,28;0,21;3,55;20,8;559,7;0,33
2840;Bajo;16392;3,08;50,52;60566;1,12;5,41;5,82;0,51;0,76;0,64;4,18;31,7;516,9;0,64
4068;Bajo;15745;2,46;100;27893;10,28;9,34;18,43;8,28;1,1;0,46;2,66;4,1;3797,3;9,94
3034;Bajo;19220;2,76;0;28860;14,01;4,56;13,03;1,65;2,12;3,23;4,51;19;1013,5;0,31
10794;Alto;69961;2,44;100;28415;12,04;6,38;17,24;3,71;2,69;1,66;2,67;31;2259,7;3,64
9039;Alto;53310;2,41;100;33951;6,45;3,79;13,57;1,62;5,04;1,7;2,1;14,3;3722,8;5,08
2358;Bajo;11199;2,53;0;25300;15,05;6,61;12,2;1,88;0,51;0,19;1,69;5,1;2176,8;0,56
2431;Bajo;14732;2,99;100;39261;5,65;2,83;8,39;1,08;0,4;0,16;3,21;19,5;754,6;0,14
2906;Bajo;11677;2,65;0;24868;10,84;5,96;13,2;1,03;0,09;0,36;2,61;4,2;2790,9;0,25
3232;Bajo;10539;2,68;100;48864;2,07;3,61;8,65;0,86;1,84;1,36;3,35;3,1;3428;3,17
22902;Alto;157615;2,58;100;24915;16,77;6,76;13,63;2,46;2,33;2,42;3,62;91,1;1730,1;0,85
4455;Alto;18867;2,37;100;30565;6,09;4,06;9,26;1,5;1,05;0,84;2,05;4,5;4154,3;1,67
6793;Alto;40213;2,99;100;28838;15,59;9,69;14;6,06;9,17;7,75;8,23;14,6;2746;0,62
6908;Alto;43063;2,97;100;46756;3,52;3,53;7,81;1,02;0,97;0,57;4,43;20,1;2142,8;3,54
1771;Bajo;11290;2,56;0;38017;7,06;4,13;10,84;1,7;0,36;0,17;2,38;11,4;987,9;0,09
3957;Bajo;25905;2,91;92,6;42026;4,31;5,38;9,34;1,25;0,29;0,55;3,48;28,9;896,1;0,29
4160;Bajo;25083;2,93;94,13;69904;1,8;2,95;5,72;0,39;1,24;0,27;3,33;18,6;1349,9;7,7
23913;Alto;143050;3,21;100;39882;10,42;6,21;11,61;2,55;19,94;13,28;10,69;18,6;7697,5;2,96
5203;Alto;32509;2,88;98,37;63533;1,62;2,64;6,03;1,29;2,85;1,8;3,4;33,6;967,1;2,18
7469;Alto;22580;4,01;100;32128;17,68;9,65;9,28;6,53;21,78;29,07;22,97;2,5;9119,5;5,34
5166;Alto;28703;2,92;100;51762;5,31;3,49;5,65;0,49;2,19;0,56;2,67;14,3;2013,5;13,16
4194;Bajo;25945;2,46;100;22085;17,04;8,42;13,76;3,56;0,05;0,22;2,01;13,5;1922,4;0,69
4679;Alto;23304;2,62;0;21040;19,29;11,58;12,58;3,85;0,6;0,5;3;8,5;2733,9;0,15
4722;Alto;29151;2,8;82,86;61070;2,93;4,05;6,24;1,03;2,16;1,08;3,34;32,1;907,4;2,64
31251;Alto;210943;3,07;100;26876;21,37;10,28;13,36;5,48;13,41;11,42;10,19;54,5;3873,4;2
2199;Bajo;13020;2,88;0;37245;3,82;4,35;10,87;2,13;0,63;0;2,65;48,4;269,2;0,21
6296;Alto;25084;2,54;100;28964;10,66;6,29;14,59;2,79;1,8;1,16;3,5;4;6246;1,64
3146;Bajo;12133;2,48;0;30907;5,78;2,28;10,17;2,21;0,63;0,84;1,84;3,7;3253,5;0,09
2230;Bajo;10066;2,96;0;20078;25,36;12,35;10,75;8,1;0,28;0,79;3,3;4,4;2310,8;0,27
2829;Bajo;17779;2,62;100;38619;2,98;3,04;10,75;1,12;0,61;0,79;2,59;15;1181,8;0,56
4058;Bajo;26455;2,3;0;22517;13,27;6,89;12,43;1,06;0,48;0,43;1,95;33,5;788,7;0
4411;Alto;22762;3,65;0;21054;23,66;23,83;8,26;5,28;19,88;24,15;17,77;8,8;2572,6;0,35
2631;Bajo;16901;2,54;0;25823;14,4;6,03;10,3;2,74;0,71;0,24;2,85;31;544,4;0,08
3076;Bajo;19513;2,76;100;39995;2,19;3,79;8,1;1,07;0,37;0,63;3,42;29,7;658,1;1,3
4110;Bajo;21101;2,32;100;26728;7,62;4,64;13,32;0,64;0,79;0,53;1,42;8,7;2436,6;0,07
15551;Alto;100850;2,81;100;48645;2,59;4,5;6,69;0,47;0,96;1;3,19;37;2725,1;0,73
4753;Alto;27025;2,43;0;21812;18,66;8,55;16,77;1,99;2,22;2,06;3,11;9,8;2757,7;1,16
16650;Alto;108635;2,77;100;32895;11,21;6,23;13,12;3,27;9,73;7,66;6,26;36,9;2942,1;2,05
2819;Bajo;12123;2,01;100;35862;5,24;3,72;13,3;0,79;1,34;0,95;0,8;5,1;2382,7;0,18
3021;Bajo;14378;2,51;0;34796;8,35;5,14;11,26;1,88;1,55;1,79;2,85;5,9;2451,9;0,73
6282;Alto;14116;2,16;100;34417;6,31;2,78;10,48;1,1;2,44;1,34;1,56;1,7;8505,7;6,03
2551;Bajo;12778;3,05;100;32014;7,7;5,19;11,24;1,22;1,81;1,95;5,37;9,3;1366,9;0,18
4284;Bajo;25098;1,88;100;32834;4,83;2,9;10,98;0,5;2,22;1,09;0,73;12,1;2067,4;1,08
6561;Alto;44350;2,82;97,26;24234;12,06;5,86;10,18;2,66;1,22;1,14;3,17;77,6;571,3;1,5
3236;Bajo;18296;2,33;0;19110;21,38;8,32;13,02;3,54;0,22;0,46;2,2;9,3;1963,1;0,06
40228;Alto;266406;3,04;100;39620;10,64;5,56;12,4;3,79;17,25;13,98;8,86;45,9;5807,6;3,86
12934;Alto;83816;2,7;100;58947;4,1;4,37;7,39;2,22;7,71;3,01;3,25;31,6;2651,1;19,89
4126;Bajo;22776;2,8;0;46007;3,43;3,28;8,71;0,35;2,55;1,11;3,05;14,3;1593,2;0
11284;Alto;47669;3,67;100;29015;17,6;9,88;11,91;9,17;18,23;20,54;18,8;4,9;9784,3;3,53
4069;Bajo;20210;2,33;0;18370;21,89;13,48;10,83;3,79;0,53;0,41;1,72;7,8;2592,4;0,77
2978;Bajo;14745;3,07;0;21120;27,89;7,7;9,52;1,94;3,05;8,81;8,83;5,8;2544;0
7968;Alto;46070;2,32;100;48936;3,21;3;7,89;0,36;1,05;0,46;1,42;16,3;2825,1;4,32
3378;Bajo;19380;2,62;99,63;38410;5,25;3,88;10,44;2,66;0,33;0,49;2,88;16,5;1176,9;2,69
3241;Bajo;20125;2,52;0;28035;10,98;9,36;11,66;2,96;1,64;1,42;1,96;23;875,4;0,32
3598;Bajo;19926;2,69;100;42658;3,43;3,3;8,8;0,38;0,73;1,79;2,76;13,4;1482,1;2,22
2530;Bajo;14979;2,79;100;21105;18,58;7,38;13,01;1,48;1,45;0,68;3,48;15,2;986,5;0
3985;Bajo;20612;2,66;0;25026;14,18;7,34;11,62;2,31;0,37;0,43;3,68;7,7;2686;0,27
3647;Bajo;22477;2,88;100;39378;7,23;4,46;10,02;2,54;0,33;0,29;3,08;29,7;757,1;2,11
1510;Bajo;10063;2,77;0;46426;3,16;4,23;8,2;0,79;0,74;0,15;3,03;39,1;257,5;0,98
6740;Alto;41100;2,46;100;46374;6,99;3,66;12,51;1,15;5,51;3,84;2,77;18,1;2271,2;1,11
7488;Alto;38091;2,41;100;32645;11,7;7,28;10,7;2,9;4,03;3,45;2,37;8,4;4539;7,36
18896;Alto;126481;2,45;100;34054;7,6;4,78;14,97;1,73;1,32;0,89;2,14;42,3;2992,1;3,66
54432;Alto;358548;2,75;100;16925;31,17;11,02;16,93;13,06;29,02;34,27;7,37;36,9;9728,3;13,15
4437;Alto;26716;3,15;88,24;58028;2,61;4,36;3,64;0,56;1,61;1,17;4,76;31,7;842,5;14,67
2617;Bajo;14985;2,56;0;35545;13,03;5,3;8,27;1,26;1,31;0,5;2,07;14,7;1022,4;0,99
2681;Bajo;16127;2,72;0;23153;16,69;6,03;13,03;11,23;0,19;0,5;5,31;14,4;1123,1;0,2
3265;Bajo;18170;2,73;0;25452;22,2;7,84;12,21;3,26;2,37;3,29;4,99;7,6;2387;0,03
3569;Bajo;16192;2,61;100;33253;6,69;3,85;10,59;0,36;0,26;0,46;2,45;5,2;3142,9;0
4236;Bajo;11038;2,71;100;24887;18,19;6,87;12,89;13,77;1,4;2,52;5,84;1,9;5750,2;4,79
2546;Bajo;15648;2,45;96,54;35550;5,34;1,9;10,94;1,87;1,58;0,41;1,34;36,2;432,5;3,04
2273;Bajo;11997;2,92;91,19;41129;6,69;3,05;11,61;3,93;1,89;0,28;3,21;9,1;1322;2,16
55292;Alto;384736;2,5;100;27555;13,98;6,32;14,37;3,69;2,35;2,62;2,94;137;2809;2,01
3784;Bajo;22965;2,4;100;44688;4,51;2,57;11,7;0,67;1,84;0,67;1,56;27,2;843,4;0,36
4652;Alto;25355;2,71;0;38180;4,45;6,78;8,98;2,33;2,76;3,65;3,01;15,1;1676,4;0,97
2483;Bajo;15197;2,5;0;18551;28,12;9,44;10,29;2,57;1,11;1,18;2,01;8,4;1816,1;1,2
8652;Alto;53762;3,42;100;46988;6,51;4,49;9,45;2,53;15,27;7,75;11,25;19,4;2766,7;6,89
2968;Bajo;22122;2,68;97,56;25369;20,77;6,91;12,78;7,26;1,06;0,9;3,75;46,6;474,8;0,28
6563;Alto;42762;2,54;100;37644;7,02;4,43;10,83;4,75;2,46;2,1;1,95;42,4;1009,2;2,1
2919;Bajo;16366;2,96;100;71996;1,04;1,32;6,28;0,43;2,13;1,43;2,39;18,4;891,7;0,04
